label	sentence	w_index
0	"A niece of mine living in tells me that it's picking up slightly, the property market."	14
0	"In this painting, a memorial to a woman's tragic death is transformed into an indictment of the culture which destroyed her."	9
0	"Standing by the swimming pool at Saracen, Miranda beckoned to Adam, who was floating on the water in a transparent blow-up plastic armchair."	4
0	A lot of the argument among the authorities on these animals is about the equivalence or otherwise of certain bones in dinosaurs and bird skeletons( and particularly the Jurassic bird Archaeopteryx); this makes for rather dry reading for the layman.	14
0	"I can do it, how can you tell the difference?"	9
0	"On the left-hand wall was a working fireplace, the two recesses fitted with wall-to-ceiling bookshelves."	7
0	The most serious consequence of the accountancy view of man-power is that high level policy decision-making does not give this factor sufficient weight.	15
0	"It is more useful( Johnson 1983) to adopt a non-partitional scheme( fig. 10.1) that recognizes, for instance, food poisoning as both a personal and consumer hazard, or lead pollution( e.g. from car exhausts) as both a meteorological event and technological hazard( both public and private)."	40
0	"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings."	10
0	In parliament there would be a carefully organized campaign of resistance that would at least slow the government down and raise Unionist morale.	22
0	"Frannie's going to be able to bring Tristram home pretty soon, apparently."	8
0	"In the USA at least, there needs to be an improvement in scientists' understandings of how to influence the allocation of funding for remedial measures or for further research( see Kitsos and Ashe 1989)."	19
0	This is considered in more detail in Chapter 3.	5
0	"The risk from the other danger, or dangers of Titron, frightened him more."	5
0	"Until 1990, remarkably little interaction had taken place between the hard science and the social science communities on global monitoring and prediction."	11
0	"I mean those bakers, they weren't very expensive erm but it's ordinary potatoes"	8
0	"The sale of most of the lossmaking tyre distribution business to Sumitomo, now also a minority shareholder in the only British-controlled tyremaker's plant, gives the board confidence in some improvement this year, despite a poor immediate outlook for the motor producers."	26
0	"Harrison describes( p. 369) the way in which the inner urban powder-keg leads to a vicious circle, with many victims, but few individual villains:"	11
0	Under the microscope even the bone structure of these dinosaurs looks more like that of living mammals than cold-blooded reptiles.	15
0	The Community Health Team had major responsibility for assessing children and recommending provision.	9
0	"As Mr Dobbs, who runs a country house restoration business from his home in Micheldever, Hampshire, says: Villages are good places to live and work."	8
0	Theresa was wearing jeans and a grubby sweat shirt with a map of London's Underground across the front.	17
0	"Pearce( 1990), for instance, presented an economist's views of the high-priority topics for research as follows:"	7
0	"There were daunting moments in last night's First Tuesday( Yorkshire), but few of them matched that hint of a jackboot under the blue serge."	6
0	"If the dinosaur did, after all, live on dry land, then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees( see p. 116)."	9
0	"Dalgliesh got out of the Jaguar and tried to extricate him from the pushchair, but the anatomy of the chair momentarily defeated him."	13
0	"Peter Yeo, who had personally persuaded Barton of the presentational disadvantage of using words like darkies, niggers or wogs, decided that immigrants even though used in the manner of one invoking a curse, was as good as he was going to get with this particular client."	27
0	Major changes were afoot which affected their respective bosses.	1
0	It seems certain to have major and growing effects upon environmental monitoring and prediction in Europe and on the policies of component governments.	8
0	Costs were awarded to the members' agents but not to Lloyd's.	0
0	"To cater for all susceptibilities, the party became the"" National Unionist Association of Conservative and Unionist Associations"" a decision that allowed some local parties to go on calling themselves Conservative, but the name"" Liberal"" was at last dropped."	4
0	No other data collection methodology obviates the short distance variation in data sets induced by variations in data collection and aggregation methodology typically encountered between adjacent nation states.	18
0	It was argued in Chapter 2 that the criminal law ought to spread its net wider where the potential harm is greater.	19
0	"He told Daniel about the terrible St RÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½my painting of the blasted tree, about noir-rouge, and Daniel said that it was odd that these orchards should be all over the walls of other asylums now, to cheer people up."	24
0	The European Commission's proposal for an environment agency( see above) will subsume the CORINE team and databases.	7
0	I hear you've got two twentieth century	6
0	"Right, she wants currency in two divisions in each, right?"	3
0	"Montenegro's young and go-ahead leadership, which came to power this year amid furious popular dissatisfaction with the old men in grey suits, sponsored the gathering of Nicholas's surviving relatives the first royal reunion organised by a Communist government."	18
0	"Furthermore, the listing of Battersea had ensured the building's survival for conversion to a new use in that case, as an entertainment centre which the Prime Minister herself had praised and inaugurated."	18
0	"At theÃ¯Â¿Â½_Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½ edge of the eyes are a pair of long spines, and these point downwards at a steep angle, at very awkward attitude for resting comfortably on the sea floor."	5
0	"A subsequent debate on the same issue in March 1982 was also full of references to the experience of 1981, the impact of street violence, crime, decaying urban conditions, the breakdown of consent between the police and many local communities, and the spectre of more violence to come if changes in both policing tactics and social policy were not swiftly introduced( Hansard, vol. 20, 25 March 1982: cols. 1107Ã¯Â¿Â½_Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½81)."	56
0	"A second important difference is that if he misses his place in a routine he will be totally lost, whereas if he happens to go in the wrong direction while using a map he is still able to make whatever correction is necessary."	28
0	"Daniel, who had become a specialist in wild blows of chance, thought he understood some of it."	5
0	"Others, such as a chemical explosion involving the release of a toxic gas, may persist for a week or more, have delayed consequences, may affect a future generation if the toxic chemical is mutagenic and may have a significant impact on plant and animal populations."	17
0	"Moreover, the advent of low-cost, high-density-storage devices like CD-ROMs may well make substantial data sets available even to those with modest computing power: a CD-ROM, for instance, can hold about 600 megabytes( i.e. 10&sup6; bytes), can be reproduced currently for about ÃÂ´Ã¯Â¿? and read on a device costing about ÃÂ´Ã¯Â¿?00."	31
0	"Somebody, or something, had entered the complex."	2
0	"I found it hard to picture what kind of landscape those statistics might have shaped, until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre."	36
0	"Well having said that Gordon, your mother lived to a good old age, and my mum, and my father did."	6
0	Common opinions were what got Major into difficulties in the first place.	1
0	"Similarly, the assisting extends beyond simply providing handouts of useful information:"	10
0	"Systematic collections were made from peers and from the City; by the outbreak of war the invested funds amounted to $671,000 twice the sum in 1911 and worth four years"" expenditure and there was a special cash deposit of ÃÂ´Ã¯Â¿?20,000 for the coming election."	12
0	"So within a few days of his grudging acceptance by his parliamentary colleagues, Law's leadership was ratified by the throng of party notables at Leeds; here he received a reception more typical of what was to come in the future."	12
0	"There is still a great deal of Greece all through the Tartarin and Daumier part of this queer country, where the good folks have the accent you know; there is a Venus of Arles just as there is a Venus of Lesbos and one still feels the youth of it, in spite of all"	14
0	People have got some money again.	0
0	"Research on hazards is multidisciplinary and straddles the social, environmental and mathematical sciences."	12
0	"No one can predict whether a serious injury will result in death that may depend on the victim's physique, on the speed of an ambulance, on the distance from the hospital, and on a range of other medical and individual matters."	40
0	In practice this means that the positive ions are part of the crystal lattice.	12
0	Did it go bonk?	3
0	Manto is very close to a very nice place called	8
0	Going to Sue's house.	3
0	The predatory Ritchie chested the ball down and hammered a volley past Lukic.	11
0	Spatial analysis features particularly prominent on the research agenda relating to natural and technological hazards and geodemographics.	1
0	And she's going to look for a flat somewhere else of course	11
0	And there is always the ultimate unbundler's defence that he will make money for his backers.	12
0	"This highlights the challenges for research in a field categorized by a lack of data for some countries, varying definitions and standards in use, and unreasonably high user expectations."	5
0	and more and more people chooses more and more	4
0	"Irrespective of the use of surrogates, monitoring environmental processes only makes sense over time-scales which are extended by human standards( hence the IGBP( see below) is designed to run for two or three decades);"	13
0	"Gainsborough's house to say nothing of huge grey sweeps of empty beach from which, at Aldeburgh, you can buy goggle-eyed skate direct from the fishing boats as they come out of the water."	24
0	How did the Planning meeting go?	4
0	"The twelfth century was characterized, therefore, by fewer but more protracted wars, which smouldered for long periods between short, sharp bouts of conflict, like the war that covered must of the reigns of Henry I of England and Louis VI of France, the one inaugurated by the great rebellion of 1173, which outlived both Louis VII and Henry II, or that against Catalan claims in the south."	22
0	"If she took her poor child back to his father and gave her husband a second chance, she wouldn't need money."	5
0	Other major research priorities for the future in this applications field are the development of response-modelling techniques to explore the factors affecting consumer choice.	9
0	He watched their stunned faces across the room.	4
0	"For example, in 1692, the whole of southern England was affected by an earthquake whose epicentre was located in what is now Belgium; a good deal of minor structural damage was inflicted( Morse 1983)."	29
0	"As sea-levels rise in the next 20Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½30 years due to the greenhouse effect, this very practical use of GIS technology is likely to become commonplace and of considerable practical importance."	11
0	"He was in flight from his family, his dead alter ego, his uncertain sense of identity."	6
0	It's going to be thinking about science.	6
0	When they drew up beside the little band it was Alice Mair who opened the car door and spoke.	15
0	"Within the confines of the painting it becomes a silent emblem of protest, a reminder of political alternatives."	5
0	"For example, Field End House had been open for three years as a specialist unit for children with learning difficulties, and was designed to offer respite round the clock care."	1
0	Joyriders used front lawns to practise their handbrake turns.	8
0	"By way of example, current programmes are collecting global data on stratospheric ozone, on sea-surface and sea-ice variables and on the earth's radiation budget."	16
0	"My Dress Hangs There( 1939)( Fig. 10) is one of the artist s most formally adventurous works, mixing photographic collage with paint to produce a critique of North American culture."	1
0	wants a whole don't are they?	2
0	During the recent European Community elections the representatives of EC governments promoted the ideal of a border-free Europe by 1992.	5
0	Cos we've got the AGM in two weeks time	7
0	"She told Delaney, who shook his head with revulsion."	6
0	"Ashley Dobbs, an engaging young entrepreneur, is setting out to change that by creating a nationwide network of telecottages."	5
0	The range of data sets involved and the demands that are made on GIS technology in applications of this kind are often more limited than those of previous applications fields.	8
0	"The second time round they dealt with R. and B. Lettings in London NW10, who they instructed just to find a tenant."	21
0	"The trilobite eye was of a compound type, and each lens was made up of a calcite crystal."	7
0	"Some of the smaller, and most certainly highly active dinosaurs were about the size of a chicken, and there is more than a passing similarity between a running ostrich and the kind of reconstruction that shows fleet-footed, running dinosaurs."	16
0	Even as early as 1147 it was apparent that the crusading movement had provided a new sense of aristocratic cohesion in the realm.	22
0	"If you do not know what a tree or shrub is, exercise clemency and give it a year's grace to demonstrate its worth before you turn it over to the axeman."	12
0	When I was young I I don't remember talking all the time about bloody health and what you should do and what you shouldn't do.	21
0	Systems such as PREPLAN can provide the user with sound models of the behaviour patterns of fire and are therefore of enormous value in land-use planning.	25
0	He can't bear novelty or originalities	5
0	Such demands highlight the extent to which geographic information management must be regarded as a means to an end rather than an end in itself when viewed from the standpoints of the needs of planners and decision-makers.	32
0	"Mum, it's not very nice when the wind hits it is it mum?"	7
0	"Conversely, throughout this period Government Ministers strenuously denied that unemployment and social deprivation were significant causes of urban unrest."	15
0	"I know, he went to school to do"	5
0	"For geographers who span the conventional( and now archaic) dichotomy between the natural and the environmental sciences all of these aspects need to be woven together to anticipate the likely spatial patterns of the effects of massive change, the redistributions in trade, health and wealth which they will bring about and the knock on effects these consequences themselves will have on society and the environment."	42
0	The work of previously marginalised artists has become an area of rich speculation among art dealers priced out of the modern masters market.	5
0	"In Kahlo's painting, the figure falls from the fantasy world she has inhabited to the harsh bloodspattered reality of the street, literally coming down to earth."	2
0	Delaney's stillness caught the attention of the others.	4
0	One for those who travel by aircraft and one for those who travel by train between London and Paris.	6
0	"The year and a day rule is a legacy of times when medical science was so rudimentary that, if there was a substantial lapse of time between injury and death, it was unsafe to pronounce on whether the defendant's conduct or some other event caused the death."	39
0	"In the first group session the counselling method is registered in the course tutor's notes( Menary, 1986) by the explanation: This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past( p. 3)."	19
0	"Health is something which touches every individual and family in the country, she said."	2
0	Lawton shook his head.	3
0	Digital data occupy a central position in this applications field and a number of examples are given to illustrate the extent to which their development has been hampered or facilitated in various countries by the policies of the organizations with responsibility for digital data provision.	38
0	"First, a comprehensive civil disobedience campaign was begun by which people severed, or minimised, all the contact points by which they were bound to the Israeli occupation authority."	10
0	She's going to go and eat your dinner.	7
0	"In fact, country auctions are often the nearest many villages get to live theatre."	9
0	"Esso filling stations have a free booklet listing most models produced since 1980, as does the charity Clear( 01-387 4970), with more detail available in the Unleaded Petrol Guide( Autodale, ÃÂ´Ã¯Â¿?.99)."	22
0	piddling little chicken	2
0	Many developers use business analysts to ensure that the development team maintain a proper focus on business requirements.	4
0	The inspector was not listening.	1
0	"Once in the boatyard Ellen ran ahead of me, evidently eager to reach Wavebreaker's air conditioning."	15
0	"The fuzzy nature of much geographically distributed data, the inherent errors in it, the effects of the processing algorithms used and the assumption of known interactions between variables ensures that completely routine use by unskilled users is unlikely to be possible in the foreseeable future;"	10
0	"First we shall assume that the current density is confined to a thin wire in which case the integration variable may be changed to formula, where S is a vector normal to the cross-section, formula is the area of the cross-section, and dI is an elementary vector along the tangent of the wire."	29
0	"Of course because there are no living trilobites we can not find direct confirmation of this hypothesis, but we can look for other arthropods that have the same modifications of the eyes, for example, in the present day oceans."	16
0	"the encouragement of private investment and the liberation of the market; the containment of the forces of social discontent; the control of the powers of the local authorities; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support, accentuating inequalities and injustice and( hopefully though not necessarily) reducing the potential for conflict among the urban poor."	40
0	"You will be expected to keep a drink diary throughout the course, and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels."	18
0	"As we have already implied, GIS has a role to play in all aspects of hazard research, from hazard monitoring, risk assessment and emergency planning to coping with an event and evaluating its consequences."	24
0	"The boy and the dog skirted round opposite sides of the puddle, the boy, a light, tall fourteen-year-old, labouring in wellington boots too large for him, and the dog, a three-year-old Labrador bitch, picking her way reluctantly, with frequent pauses, as if her paws hurt."	28
0	"You're still a young man well, youngish. she said, trying to tease him out of his apparent lethargy and depression."	17
0	The one they missed pulled out from Warsaw's East Station at 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany.	22
0	"Well, one can use eqn( 3.1) as it is, but very often one is better off by using its integral form that can be obtained by integrating both sides of eqn( 3.1) over a surface formula."	4
0	"Not too early in the day, since I daresay we shall all be tired after tomorrow's party."	15
0	"Actually a very big girl as these things go, nine pounds."	10
0	"More than that, it seems highly likely that the social science aspects of environmental problems will underpin the actions of governments and international agencies."	10
0	I seem to recall that Elinor helped you to buy your first good bike.	5
0	"The boy, unlike the dog, knew that the mud did not go on for ever; beyond the bridge, the disused railway embankment along which they were walking became built up, so that water ran off it."	32
0	"It has also been argued that the small mouths of the giants simply could not have downed enough food to support a warm-blooded metabolism, particularly plant food that needs a lot of processing before it becomes available as energy."	30
0	"I put his age at forty, but even among men twenty years younger he would have been accounted handsome, and he knew it, for his expression showed both confidence and amusement as he continued to hold Ellen's hand, and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away."	30
0	"In cases where life imprisonment was thought to be the appropriate sentence, the trial judge would still specify in open court the number of years to be spent in prison, taking the gravity of the offence into account, and release would be determined by a judicial tribunal."	29
0	Dalgliesh could glimpse what was obviously her herb garden planted in elegant terracotta pots carefully disposed to catch the sun.	7
0	"Merchant et al.( 1987) for example, use the image processing system ERDAS to construct an index of vulnerability to groundwater pollution; this uses variables such as depth to water table, soil type, slope and so on( see Estes et al. 1987 for a similar approach)."	29
0	The bathroom's a bit chilly but once you've put that heater on and shut the door for a few minutes it's	3
0	"There are powerful arguments in favour of saying that there are other killings where an intent to kill can not be established, and yet where the moral or social culpability is equal to that in most intentional killings."	37
0	"Jacobson and Price( 1990) provide a useful summary of the ways in which human factors contribute to, and are affected by, likely global changes; in particular, they stress the importance of the data-handling issues and the role of GIS in coping with some of the problems of data integration and manipulation."	50
0	"Sometimes he still saw the brushstrokes, as it were, in this naked way, so that his earlier thoughts of this garden had to be undone, the idea of black wings to be stripped from the painted leafage, the vulgar idea of blood splashes washed off the notation of geraniums."	41
0	"These comments are obviously most relevant for work forces where there is little tendency to move out, this is characteristic of a surprisingly large number of organisations in European countries and in Japan but much less so in the U.S.A."	13
0	"Kahlo's naked body becomes not just the tortured self of her personal biography but a visual counterpart to the injured and defiled manifestations of Mexico's colonised past: La Llorona the weeping woman of popular myth and La Chingada, the raped and abused mother described in Paz's The Labyrinth of Solitude."	30
0	"For 1987 the statistics show that there were some 20,000 accidental deaths, of which some 7,000 occurred in the home, 6,000 at work, and 5,000 on the roads."	19
0	"The counter-arguments, which would uphold the principle of correspondence, are that breach of that principle is unnecessary when the amplitude of the crime of manslaughter lies beneath murder, and also that the definition of grievous bodily harm includes a number of injuries which are most unlikely to put the victim's life at risk."	32
0	"But the most striking thing about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all."	20
0	"Like a chameleon, it moved out of the aisle between machines, then stopped, and became utterly motionless."	10
0	You don't want me to get cross do you?	6
0	"He describes the features of the four main systems that are currently in use in the UK and illustrates their application with reference to examples drawn from retail analysis and store location, market research, credit rating and target marketing."	30
0	Goodchild( 1988) has made perhaps the best summary of the problem and possible solutions to date.	15
0	"Mrs Bottomley, representing caring Conservatism, will face Mr Michael Portillo, the new Treasury Chief Secretary, who is equally keen to establish his Right-wing credentials by demonstrating he can keep keep a tight grip on the public purse strings."	37
0	"Contrast this with the position in jurisdictions where there are three or more degrees of homicide: pleas of guilty to first- and second-degree murders would be less frequent, since there would be the possibility of argument in court( if no bargain was struck beforehand between prosecution and defence), and the defence might succeed in persuading the jury to reduce the degree of the killing."	37
0	"THE ARCHBISHOP of Canterbury, Dr Robert Runcie, exchanged a symbolic kiss of peace with Pope John Paul II yesterday at a mass attended by thousands in St Peter's Square, Rome."	10
0	Lewis would have agreed with Oscar Wilde that our past is what we are.	9
0	"Throughout 1980 and 1981 debates about the riots in the media, in Parliament, and in various official reports hinged around the interrelationship between racial, law-and-order, and social factors."	10
0	"Parenthetically, the form in which the data may be held can affect dramatically the scale of the problem faced."	17
0	"The classic western TV series were filmed in back-lots, or in the semi-desert 20 miles from Los Angeles."	12
0	"It covers, for instance, the associations between water and air pollution and ill health, links between geological and pedological environments and ill health, as well as associations between specific technological hazards( e.g. high-voltage power lines) and possible health effects."	26
0	"He sees them as not only strengthening small communities, but also as actually beginning to reverse the population flows from the countryside to the towns."	17
0	"In the Garden: Planning to beat a leafy retreat at home: In the first of a series for novice gardeners, Anna Pavord stresses the value of careful forethought"	27
0	"Here a right turn took him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a golden haze of reeds, their lumbered heads straining in the wind."	3
0	"Yeah, she's only coming up for six weeks, mm, a monster."	8
0	"Well who's doing it, tomorrow, what they call it?"	1
0	"Way you go, Patty, he said softly, and the dog was off, hurling herself along the embankment, all paws and flying ears, after a rabbit who had been sitting in a patch of sun but disappeared with contemptuous ease as she came close."	21
0	I mean with ordinary ones	4
0	"One is to collect morbidity and mortality data( usually the latter is more widely available, though the former more useful) and to examine spatial distributions for clustering."	4
0	"Scott was so successful in styling the building in fine brickwork with jazz-modern fluting( as John Betjeman called it) that, when the Battersea A station was opened in 1934 it was widely acclaimed as a supremely successful modern treatment of a building type that seemed quintessentially twentieth century."	42
0	"Peter Yeo, who had personally persuaded Barton of the presentational disadvantage of using words like darkies, niggers or wogs, decided that immigrants even though used in the manner of one invoking a curse, was as good as he was going to get with this particular client."	16
0	"In contrast to his sisters, Anthony was over-clad, a bundle of leggings, jumper and a padded jacket topped with a woollen helmet with a bobble pulled well down over his forehead, beneath which he surveyed their busyness, unsmiling, like a stout imperious Caesar."	9
0	The authors of that report accepted that there is a theoretical limit of 2Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½3 weeks in explicit prediction of day-to-day fluctuations in weather because of the influence of small-scale turbulence within the large-scale dynamics; such limits imply that medium and long-term prediction must inevitably be stochastic.	22
0	"Right, right, would you like to sort of start getting yourselves into the other room."	14
0	"Hazard research, like few other GIS application areas, is not only stretching the present technology to its limits but is a quite remarkable focus of international effort into several important research-related areas such as expert systems and simulation studies."	26
0	"She pointed to the figure of a man propped in the corner, and the cylinders of oxygen in the back pack lying beside it."	14
0	take it to the cleaners	4
0	"Arresting or deporting the tens of thousands of Palestinian professionals who would be employed in perfectly apolitical, harmless and humanitarian jobs can only further isolate the Israeli Government."	20
0	Murder is committed in those situations where D caused death by an act or omission which he knew had death as the probable or highly probable result.	9
0	He decided to wipe the smile off his face.	5
0	Henning Albrechsten says: Modern information technology has given people in remote regions the opportunity to overcome their worst handicap; their distance from the centres of learning and development.	20
0	Party organization provided the easiest advances because it was the only area entirely under the party's control.	15
0	I really would if I had a choice I would stay here	7
0	"At theÃ¯Â¿Â½_Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½ edge of the eyes are a pair of long spines, and these point downwards at a steep angle, at very awkward attitude for resting comfortably on the sea floor."	29
0	"Penetrating her sleep she had heard the faint click of the door latch, and then the familiar squeak of the hinge as the door to her room slowly opened."	26
0	"Had not his grandson Raymond V fulfilled his crusading obligation in his early youth, thereby freeing himself from the necessity of interrupting his career in the county, the principality of Toulouse might have disintegrated altogether."	28
0	"As mentioned above, the logic of the design may not be the optimal basis if the way the operator thinks and acts is different."	13
0	"Such language focused attention on the individuals or groups who were breaking the law, committing criminal acts, and threatening the interests of the law-abiding majority."	1
0	"Palestinian flags would be raised on minarets and church spires, road blocks would again be erected, and life in all its aspects would once again be run by the local leadership."	17
0	"If the greenness of going unleaded still seems a bit of a grey area, it is possible to switch to diesel without a shadow of environmental doubt."	26
0	In the process it will be necessary to examine not only the extent to which geographic issues feature on the policy issues agenda in these fields but also the institutional context which governs decision-making and the extent to which data are available for research and policy analysis purposes.	45
0	"As an example, atmospheric temperature shows marked day-to-day variability, a strong seasonal cycle with some year-to-year variations, a weak minimum variability for 10Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½20 year averages and then increased variation again at longer time-scales( ESSC 1988)."	12
0	He doesn't have the inside knowledge to deal with questions.	9
0	Isobel likes scones.	2
0	The influence of Central Office toned up the rest of the organization.	1
0	"But we must have a common code and we must have licensing, he said."	11
0	"So in this case the different sources of evidence all point in the same direction, whether derived from a detailed consideration of the way the trilobite is constructed, or by analogy with living animals with similar adaptations, or from the evidence of the rocks or the distribution of the fossils."	46
0	"In the USA, Morrill's report on the beginnings of a $15m. study into the possible radiation doses received as result of radiation releases by the Hanford( Washington State) nuclear complex would seem to cry out for GIS skills to be applied( Morrill 1989)."	21
0	"A subsequent debate on the same issue in March 1982 was also full of references to the experience of 1981, the impact of street violence, crime, decaying urban conditions, the breakdown of consent between the police and many local communities, and the spectre of more violence to come if changes in both policing tactics and social policy were not swiftly introduced( Hansard, vol. 20, 25 March 1982: cols. 1107Ã¯Â¿Â½_Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½81)."	25
0	He had taken a picture of her after that and one of the animal cemetery.	13
0	"Rufus took her ÃÂ´Ã¯Â¿?0 off her by the reception desk, having set in train the arrangements by which she would be admitted to a fashionable West End clinic, with Rufus, her surgery and her hospitalization ultimately paid for by some provident association to which she and her husband subscribed."	27
0	"Murder, manslaughter, and several other offences are discussed, and one recurrent issue here is whether English law responds proportionately to the different degrees of culpability manifested in cases where death is caused."	0
0	"John McLeish was in his office, Saturday or no Saturday, telling himself he needed to catch up on the paperwork."	5
0	Mark slipped an arm around her slim waist as they walked from the hall into the kitchen.	3
0	"Dangermond gives several examples in his paper including the use of NETWORK for the allocation of emergency vehicles, optimum routeing of fire engines from garages to the accident scene and the movement of spills through sewers and river networks."	27
0	"He can be talking, say about a well, you know, about any er, about say a, a video recorder or something like that"	18
0	The differentiation of accidents from other types is useful in the context of emergency planning and is not so clearly conveyed by other hazard typologies.	13
0	"We've spent twenty-four hours together and in that time I've been bitten by bugs in a hooker's bed, tied up a guy with no legs and stolen his wheelchair, stayed cooped up in a train for twelve hours with an attractive man and behaved like a virgin."	37
0	"Thus, The Times of 17 December 1990 reported that a group of 40 of the most senior Civil Servants had met the previous weekend to discuss ways in which the government machine could respond better to national and international problems such as the threat of global climate change."	39
0	"Something unforeseen and urgent had happened, since Sean had obviously known of it yesterday afternoon, and there had been no opportunity for him to inform her."	14
0	"Dear lady, dear lady, to think that I might have lived my whole life through and never seen you."	13
0	Morale and motivation are influenced more by conditions of work in the sense of work variety opportunities and attitudes of management.	14
0	"The inner Frida is controlled by modern society far more than the clothed Frida, who often marks her deviation from the norm by defiantly returning the gaze of the viewer."	29
0	Hurricane damage through high winds and tidal surges causes an immense amount of destruction and poses a major threat to many coastal communities in the USA.	13
0	With busy pomposity Lewis dictated it to a typist and would have gone on and on had he not been diplomatically restrained.	2
0	"In the case of Bankside Power Station, the ultimate temple of power and a masterpiece of industrial architecture by a major twentieth-century British architect, our historic building system is being perverted for purely political reasons."	14
0	"Using equipment donated by Racal, the scientists have analysed recordings of the clicking dolphins make while hunting."	13
0	Women as tempting as you should be kept out of the sight of mortal men.	0
0	They blew away the chauffeur's head with a machine gun.	5
0	"student night, having a lot of staff on, it's pointless having ah, I mean, the bouncers in that situation."	1
0	"At theÃ¯Â¿Â½_Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½ edge of the eyes are a pair of long spines, and these point downwards at a steep angle, at very awkward attitude for resting comfortably on the sea floor."	1
0	Action is initiated by the service of an abatement notice requiring remedial work.	9
0	Erm and one I looked at I couldn't believe it.	2
0	"The poem highlights two important twelfth-century developments: the use of force in punishing aristocratic crime( the fruit of princely peace-keeping), and the increasing significance of siege-engines in warfare."	19
0	This kind of link between GIS and other modelling programs is to be warmly welcomed and parallels work at the NWRRL in linking GIS and air pollution plume models.	3
0	"In the USA, Morrill's report on the beginnings of a $15m. study into the possible radiation doses received as result of radiation releases by the Hanford( Washington State) nuclear complex would seem to cry out for GIS skills to be applied( Morrill 1989)."	22
0	"It has Ely Cathedral, its great green windows casting a translucent light across the Lady Chapel."	7
0	The quality of the senior staff was improved by the appointment of three specialists.	10
0	"The classic western TV series were filmed in back-lots, or in the semi-desert 20 miles from Los Angeles."	8
0	When Lewis said to come back with him and eat there Adam had got a kick on the ankle from Anne and another kick when he hadn't replied.	18
0	"Charlotte mummy get cross with you if you start this nonsense, just got to get some dog food and some bread then we can go home, O K?"	27
0	"Yeah this one, I mean upstairs hasn't but this one has."	9
0	It answered the question he had asked himself and told him that the bones of a very young child had been found as well as those of a young woman.	3
0	At the start of the session the tutor's notes make clear that directing extends beyond enforcing the conditions of attendance:	19
0	"Women marry and change their names, he thought, there was no point in pursuing that one."	0
0	"The whiteness of the canvas body-bag dimmed beneath the onrushing sea, faded at the edges, then grew smaller, greener, and was gone."	4
0	Thus in 1985 City Action> Teams were introduced to each Inner City Partnership area to co-ordinate the work of the three government departments involved.	21
0	"Westerns, by their nature, demand more time on location."	0
0	"Given such a lead, it is scarcely surprising that British scientists have sought to demonstrate the practical and financial consequences of environmental events and processes; Table 9.1, for example illustrates their perception of the importance of global environmental research to the UK domestic economy."	22
0	The colleague looked at Frederica with an apparently absent-minded scanning attention.	1
0	"Way you go, Patty, he said softly, and the dog was off, hurling herself along the embankment, all paws and flying ears, after a rabbit who had been sitting in a patch of sun but disappeared with contemptuous ease as she came close."	0
0	"On the following morning, she bought a portable TV, a warm winter coat for herself, and new clothes for Josh."	17
0	"Scott was so successful in styling the building in fine brickwork with jazz-modern fluting( as John Betjeman called it) that, when the Battersea A station was opened in 1934 it was widely acclaimed as a supremely successful modern treatment of a building type that seemed quintessentially twentieth century."	24
0	Old men remembering their youth.	4
0	"Schooldays and the void they both felt when the boys went off to boarding school, followed by the joy unconfined when they came home at the end of term."	0
0	Campbell discusses the role of geographic information in organizations and the process of GIS diffusion drawing upon research from a variety of social science disciplines.	8
0	He had to admit that this particular client hardly added to the general decorative smartness of the place.	7
0	"None of them, of course, anticipated the scale of the problems which were caused by the slump and collapse of much of what remained of inner urban manufacturing industry in the early 1980s."	0
0	Bristol and West Property Services( 0272 294271) has produced a brochure covering all eight West Country auctions.	16
